199,4078,2023-11-10,15.21
200,30280,2023-06-08,5.84
201,16494,2023-05-22,14.42
202,14368,2023-10-06,13.9
203,30755,2023-07-19,11.59
204,6612,2023-11-02,12.85
205,27091,2023-09-17,16.52
206,6810,2023-03-21,1.33
207,29656,2023-09-07,2.96
208,29769,2023-01-18,7.17
209,14005,2023-06-21,1.65
210,34969,2022-12-10,18.9
211,17751,2023-02-27,9.8
212,17333,2023-01-26,14.06
213,6121,2023-01-18,7.81
214,16945,2023-02-18,13.18
215,36808,2023-03-28,8.84
216,38436,2023-02-03,7.48
217,20835,2023-07-07,11.7
218,3751,2022-12-15,9.7
219,15579,2023-07-17,19.8
220,3307,2023-10-01,3.67
221,26416,2023-06-15,9.51
222,33265,2023-11-27,3.59
223,34661,2023-09-02,2.7
224,36559,2023-01-19,10.22
225,11966,2023-05-18,3.32
226,70,2023-01-12,18.03
227,12632,2023-05-21,15.73
228,12399,2023-09-10,5.98
229,15520,2023-07-25,12.91
230,20853,2023-11-01,12.49
231,9124,2022-12-30,18.91
232,25161,2023-02-06,17.52
233,28077,2023-08-26,8.14
234,36849,2023-05-20,11.59
235,30889,2023-09-23,6.1
236,20966,2023-07-07,12.56
237,30669,2023-06-12,14.05
238,6900,2023-01-25,17.14
239,21161,2023-08-30,9.45
240,25696,2023-07-28,1.03
241,11426,2023-08-31,1.78
242,31894,2023-09-09,19.53
243,34593,2023-10-23,2.6
244,25182,2023-04-07,18.9
245,29952,2023-01-16,10.57
246,3872,2023-04-12,14.04
247,32123,2023-03-15,8.46
248,39793,2023-04-18,9.14
249,13060,2023-03-15,6.58
250,12143,2022-12-22,6.92
251,1437,2023-08-14,1.03
252,7041,2023-04-14,4.87
253,20749,2023-01-25,11.7
254,23828,2022-12-19,18.87
255,39712,2023-07-08,6.28
256,4011,2023-01-22,4.28
257,34286,2023-04-06,11.74
258,444,2023-06-29,9.2
259,35830,2023-04-03,10.72
260,19604,2023-03-24,15.96
261,5194,2022-12-15,3.83
262,37587,2023-01-18,13.35
263,20938,2023-05-15,1.24
264,18518,2023-04-24,13.68
265,11290,2023-07-10,16.29
266,38773,2022-12-01,8.49
267,35067,2023-05-07,14.76
268,29210,2023-05-03,7.08
269,31982,2023-06-07,11
270,36900,2023-01-07,2.02
271,16564,2023-11-07,18.11
272,39211,2022-12-22,1.87
273,25021,2023-02-21,6.88
274,25125,2022-12-31,19.35
275,23196,2023-01-28,11.35
276,32320,2023-01-23,11.39
277,15747,2023-11-23,16.4
278,39101,2023-06-03,11.88
279,36670,2023-04-18,10.71
280,16867,2023-09-16,9.84
281,18731,2023-03-24,5.86
282,16682,2023-08-20,2.67
283,34256,2023-06-15,11.52
284,6271,2022-12-25,10.91
285,26789,2023-06-22,3.17
286,28629,2023-02-20,19.06
287,7505,2023-03-07,18.28
288,36644,2023-08-14,7.86
289,12608,2023-07-25,6.47
290,9988,2023-07-05,6.09
291,12361,2022-12-22,17.05
292,35536,2023-04-04,3.98
293,13809,2023-05-05,13.74
294,38567,2023-11-08,8.57
295,34582,2023-01-28,6.24
296,24172,2023-04-04,12.9
297,7360,2023-07-03,4.23
298,39640,2023-04-13,11.16
299,30389,2023-09-25,19.79
300,9661,2023-02-09,8.74
301,19839,2023-04-25,17.96
302,4739,2023-02-19,18.73
303,26010,2023-03-10,11.69
304,4017,2023-09-07,2.97
305,28192,2022-12-15,11.22
306,37835,2023-04-24,5.76
307,35175,2023-03-16,18.05
308,29101,2023-01-09,9.46
309,36203,2023-03-11,12.36
310,3472,2023-05-09,13.22
311,5511,2023-11-12,11.12
312,18569,2023-02-01,15.98
313,4631,2023-05-03,6.91
314,22718,2023-04-04,17.94
315,36891,2023-08-14,13.41
316,38236,2023-02-09,5.76
317,16416,2023-07-10,18.28
318,18936,2023-05-21,19.87
319,10773,2023-01-07,11.31
320,28674,2023-02-21,16.28
321,4762,2023-11-09,12.84
322,31416,2023-04-17,16.68
323,18884,2022-11-29,3.46
324,7023,2023-06-15,10.15
325,17329,2023-07-14,3.87
326,36695,2023-06-10,7.61
327,7866,2023-04-30,7.71
328,28316,2023-07-25,16.04
329,24857,2023-03-29,5.59
330,15616,2022-12-22,18.69
331,5493,2023-11-25,10.28
332,25954,2023-08-16,1.63
333,22998,2023-02-17,11.42
334,32276,2023-03-22,11.5
335,1859,2023-03-15,4.64
336,5778,2023-06-16,10.95
337,14887,2023-03-04,15.45
338,17650,2023-10-02,13.1
339,17643,2023-01-15,16.91
340,19115,2023-08-14,3.79
341,18023,2023-07-23,7.47
342,33223,2023-03-29,10.51
343,11548,2023-07-15,14.63
344,31825,2023-02-04,5.32
345,25369,2023-07-16,11.12
346,32469,2023-03-20,7.51
347,25763,2022-12-30,8.66
348,18082,2023-04-04,11.35
349,352,2023-08-22,19.51
350,5950,2023-08-01,3.72
351,12040,2023-02-10,15.29
352,27781,2023-04-07,14.47
353,23699,2023-01-23,3.22
354,1622,2023-11-27,7.22
355,5940,2023-07-02,2.9
356,29970,2023-09-24,7.62
357,8470,2023-10-15,1.83
358,16213,2023-01-20,5.88
359,16180,2023-10-03,8.67
360,34549,2023-05-31,1.67
361,35937,2023-03-26,7.18
362,28719,2023-01-02,16.36
363,25420,2023-10-17,19.85
364,24717,2023-07-09,8.24
365,34118,2023-08-20,11.58
366,13484,2023-07-25,9.52
367,7902,2023-07-18,14.45
368,35866,2023-04-19,8.84
369,24492,2023-07-05,16.5
370,23860,2023-02-21,7.69
371,36837,2023-11-08,19.28
372,8761,2023-06-12,9
373,10802,2022-12-10,10.92
374,22745,2023-04-01,19.92
375,18380,2023-03-30,2.42
376,17279,2022-12-31,13.17
377,25303,2023-11-12,12.23
378,33997,2023-08-06,14.18
379,22899,2022-12-09,10.39
380,22939,2023-04-11,8.17
381,17363,2023-02-02,3.26
382,31283,2023-02-27,7.4
383,35859,2023-01-20,14.72
384,6020,2023-06-13,10.47
385,32908,2023-06-02,3.09
386,30932,2023-05-01,10.27
387,11577,2023-05-15,3.22
388,9481,2023-01-23,14.13
389,2945,2023-09-07,12.59
390,26808,2023-07-21,19.04
391,10083,2023-03-03,9.41
392,16358,2023-01-07,9.26
393,4986,2023-07-17,18.4
394,30627,2023-08-21,3.91
395,24763,2023-10-03,8.74
396,3407,2023-03-03,1.57
397,9859,2023-02-13,18.01
398,6215,2023-09-17,12.6
399,20087,2023-06-12,1.42
400,34383,2023-05-16,14.46
401,7598,2023-05-22,11.46
402,188,2023-06-20,8.52
403,14441,2023-09-11,13.64
404,17001,2023-03-06,10.29
405,6731,2023-01-24,3.36
406,39247,2023-09-17,1.54
407,24441,2023-04-29,14.49
408,9184,2023-03-16,7.55
409,24099,2023-10-24,7.05
410,37068,2023-04-01,10.18
411,14828,2023-08-17,16.47
412,25161,2023-06-09,16.5
413,9100,2022-12-28,17.18
414,21550,2023-09-27,17.17
415,10061,2023-05-01,17.75
416,26930,2023-01-03,8.43
417,7121,2022-12-17,16.07
418,8313,2023-05-21,5.28
419,36963,2023-07-24,1.48
420,11748,2023-10-30,18.51
421,37552,2023-07-07,7.43
422,17733,2023-01-26,8.55
423,18572,2023-11-05,4.99
424,30888,2022-12-27,19.47
425,35082,2023-01-11,9.7
426,33186,2023-02-08,18.34
427,10246,2023-10-19,16.35
428,12848,2023-10-25,2.94
429,370,2023-03-15,1.63
430,23310,2023-09-11,15.45
431,13480,2023-09-29,19.74
432,26747,2023-05-13,12.36
433,16117,2023-03-14,9.06
434,1830,2023-07-27,3.19
435,127,2022-12-15,8.74
436,29815,2023-03-13,5.32
437,4229,2023-01-25,5.4
438,17712,2023-11-12,8.08
439,5957,2022-12-07,10.3
440,27977,2022-11-30,5.8
441,15826,2023-01-12,15.7
442,21475,2023-03-06,10.9
443,38052,2023-08-14,7.61
444,18110,2023-11-20,14.25
445,30407,2023-02-05,1.94
446,15032,2023-04-25,3.28
447,17735,2023-10-03,4.82
448,13419,2023-09-13,19.89
449,2269,2023-02-21,18.94
450,5317,2023-08-21,19.06
451,7416,2023-09-02,11.33
452,21341,2023-05-02,15.25
453,39144,2023-07-04,5.66
454,8402,2023-03-31,16.76
455,7410,2022-12-29,6.27
456,33673,2023-07-06,17.09
457,28069,2023-07-24,16.98
458,17868,2023-07-18,16.13
459,16002,2022-12-27,18.56
460,14842,2023-01-14,2.74
461,16722,2023-09-05,18.14
462,27858,2023-03-24,16.65
463,7895,2023-07-17,2.93
464,26674,2023-04-06,7.09
465,994,2022-12-24,3.32
466,4062,2023-08-23,13.01
467,2030,2023-11-11,4.53
468,29937,2023-05-25,11.96
469,37397,2023-05-14,12.56
470,31437,2023-01-16,10.7
471,25548,2023-07-18,19.52
472,18638,2023-10-02,14.48
473,36855,2023-01-01,9.29
474,37650,2023-07-18,12.85
475,37213,2023-09-29,14.24
476,24323,2023-01-13,1.86
477,35223,2023-04-21,3.05
478,31556,2023-02-25,6.11
479,14846,2023-07-21,19.14
480,13257,2022-12-07,17.96
481,30496,2023-08-07,10.76
482,11993,2023-06-11,16.17
483,19644,2023-08-10,9.54
484,36110,2023-06-21,7.15
485,28589,2023-07-03,15.97
486,14803,2023-03-12,6
487,15821,2023-11-05,13.68
488,5256,2023-02-28,6.62
489,28208,2022-12-08,2.24
490,4525,2023-11-11,18.81
491,9246,2023-04-14,15.55
492,23615,2022-12-23,17.16
493,34198,2023-10-04,19.39
494,37849,2023-01-13,15.75
495,18276,2023-03-26,17.08
496,26314,2023-01-09,13.2
497,39962,2023-11-16,13.44
498,24394,2023-03-12,18.61
499,30051,2023-11-09,16.75
500,6436,2023-04-16,11.08
501,29216,2023-03-22,15.31
502,38193,2023-01-26,7.48
503,1596,2023-08-29,7.03
504,3193,2023-06-22,14.73
505,1258,2023-08-21,15.22
506,35546,2023-01-10,10.5
507,33695,2023-04-14,2.94
508,7812,2023-08-29,14.42
509,1526,2023-03-15,19.58
510,22121,2023-09-24,10.31
511,21335,2023-02-25,2.89
512,29527,2023-08-09,18.52
513,35763,2023-03-30,7.76
514,36618,2023-01-18,9.58
515,29164,2023-10-26,7.26
516,19177,2023-02-23,8.11
517,32939,2023-08-30,16.92
518,34491,2023-06-17,18.23
519,13438,2023-04-09,6.85
520,24457,2023-04-15,11.64
521,4332,2023-05-18,15.52
522,37931,2023-10-04,2.46
523,14158,2023-09-24,19.37
524,28947,2023-03-10,11.95
525,33159,2023-10-08,2.08
526,19050,2023-02-11,4.48
527,22055,2023-10-14,15.69
528,20053,2023-11-02,15.82
529,12296,2023-03-23,15.72
530,19597,2023-08-02,17.84
531,10121,2023-09-21,7.54
532,18559,2023-02-21,7.33
533,19010,2023-11-08,10.1
534,30973,2023-01-26,10.76
535,36416,2023-03-18,9.71
536,20383,2023-11-02,1.33
537,30083,2023-04-04,3.71
538,24816,2023-06-20,17.79
539,21220,2023-04-24,15.93
540,32264,2023-11-23,7.42
541,20760,2023-10-19,10.38
542,37530,2023-03-18,18.76
543,34020,2023-11-11,4.72
544,662,2023-10-11,14.88
545,22919,2023-09-23,14.53
546,29077,2023-05-22,3.72
547,600,2023-09-22,1.19
548,24419,2023-05-10,15.39
549,8777,2023-09-29,3.47
550,1169,2023-02-13,16.91
551,28534,2023-01-26,15.11
552,7967,2023-04-25,5.43
553,7905,2023-04-29,13.53
554,13750,2023-10-10,17.43
555,38507,2023-06-29,15.9
556,5230,2023-02-04,19.79
557,929,2023-06-15,10.01
558,19574,2023-01-09,13.75
559,18347,2023-05-01,9.25
560,27805,2022-12-30,16.12
561,39720,2022-12-24,14.66
562,17239,2023-02-05,5.75
563,10153,2023-04-12,3.4
564,18187,2023-04-30,16.31
565,28325,2023-05-30,16.73
566,7966,2023-07-11,5.53
567,15327,2023-05-11,17.66
568,2961,2023-03-11,1.35
569,17965,2023-06-04,17.58
570,13132,2022-12-12,16.29
571,24544,2023-06-12,8.97
572,36595,2023-10-25,17.95
573,20294,2023-05-31,1.67
574,29259,2022-12-10,2.72
575,19106,2023-10-16,12.1
576,26316,2023-11-27,13.35
577,34918,2023-08-29,9.01
578,20975,2022-11-29,19.1
579,21982,2022-12-20,16.15
580,17012,2023-06-14,12.94
581,19294,2023-11-11,4.35
582,16636,2023-08-17,14.56
583,12698,2023-10-26,4.65
584,5945,2023-06-19,18.05
585,26492,2023-07-09,6.12
586,38302,2023-09-06,2.77
587,24627,2023-02-25,12.33
588,11787,2023-01-17,5.34
589,25956,2023-07-24,8.69
590,6465,2023-05-20,14.64
591,28975,2023-03-07,15.96
592,31801,2022-12-22,9.35
593,25613,2023-09-09,3.59
594,10862,2023-05-20,11.11
595,36855,2023-03-18,9.81
596,26848,2023-08-02,4.92
597,24683,2023-04-25,8
598,353,2023-03-15,7.65
599,32653,2023-01-11,9.17
600,6998,2023-03-14,3.2
601,22701,2023-02-18,10.79
602,24426,2023-08-13,18.53
603,18758,2022-12-06,19.93
604,7056,2023-09-09,2.04
605,2526,2023-09-17,17.68
606,25001,2023-02-16,4.66
607,9158,2023-09-21,7.25
608,1150,2023-07-15,8.81
609,31422,2023-08-31,5.6
610,36778,2023-07-17,6.6
611,6598,2023-11-18,3.57
612,10324,2023-06-01,18.76
613,37476,2023-11-13,1.28
614,35320,2023-04-30,9.63
615,17648,2022-12-28,3.03
616,39826,2023-07-30,4.17
617,7534,2023-10-03,10.81
618,13556,2023-02-05,12.02
619,4339,2023-09-24,6.22
620,15826,2023-11-06,11.45
621,32000,2023-07-29,9.57
622,24653,2023-05-08,14.46
623,10402,2023-08-20,7.77
624,8312,2023-09-24,17.61
625,14364,2023-11-12,19
626,35434,2022-12-27,9.44
627,11340,2023-09-28,12.19
628,3223,2023-09-06,5.33
629,8644,2023-03-02,4.55
630,39685,2023-05-14,11.36
631,30726,2023-08-31,16.28
632,38279,2023-10-09,16.42
633,17669,2023-07-25,16.51
634,19387,2022-12-29,13.26
635,15035,2023-09-18,10.64
636,18815,2023-01-17,18.24
637,19336,2023-04-28,13.05
638,10579,2023-04-23,18.44
639,2512,2023-04-26,12.26
640,4817,2023-01-10,12.53
641,8783,2023-10-04,18.87
642,36545,2023-07-19,1.42
643,38902,2022-12-08,1.71
644,4849,2023-07-06,1.88
645,13041,2023-01-26,11.33
646,34403,2023-01-09,9.24
647,6316,2023-04-22,3.38
648,8052,2023-09-13,19.27
649,29817,2023-04-01,3.71
650,24446,2023-02-02,17.21
651,25172,2023-08-19,13.55
652,24254,2023-06-21,17.6
653,11183,2023-11-25,13.72
654,17637,2022-12-16,3.54
655,6723,2022-12-11,14.76
656,16175,2023-04-29,1.4
657,17207,2023-11-23,2.03
658,12876,2023-03-21,6.88
659,36447,2023-05-20,17.98
660,33392,2023-05-09,7.12
661,14046,2023-05-24,12.22
662,26682,2023-01-10,8.96
663,37083,2023-08-09,10.71
664,9849,2023-01-30,10.19
665,1642,2023-11-19,16.67
666,24090,2023-02-01,6
667,1681,2023-10-16,11.54
668,5733,2023-08-29,9.45
669,12661,2023-08-13,13.43
670,29116,2023-04-10,4.02
671,8885,2023-02-01,16.89
672,2917,2023-04-02,17.85
673,792,2023-09-29,14.09
674,7753,2023-06-16,8.52
675,8896,2023-02-22,6.94
676,26337,2023-04-07,4.29
677,905,2022-12-27,16.97
678,2980,2023-03-06,18.12
679,32744,2023-02-12,6.35
680,3414,2023-03-22,17.6
681,13450,2023-08-31,7.86
682,12479,2023-08-25,17.74
683,38858,2023-05-04,2.63
684,37559,2023-07-08,7.95
685,14914,2022-12-01,3.82
686,34939,2023-11-14,18.6
687,7969,2023-11-05,6.29
688,5301,2023-11-24,13.5
689,24831,2023-07-13,15.33
690,37398,2023-02-28,5.44
691,148,2023-09-19,17.8
692,14030,2023-05-09,18.01
693,1862,2023-06-02,11.9
694,25127,2023-02-20,1.13
695,21366,2023-10-02,11.6
696,13062,2023-08-08,7.99
697,25620,2023-01-20,10.5
698,38358,2023-02-08,5.03
699,11607,2023-11-07,10.09
700,11144,2023-10-13,3.63
701,22950,2023-08-11,9.04
702,24495,2023-06-19,5.39
703,33511,2022-12-11,16.65
704,31015,2023-09-04,2.37
705,24344,2023-07-23,14.72
706,24143,2023-01-16,2.83
707,1984,2023-05-11,19.79
708,10384,2023-02-21,19.33
709,12150,2022-12-17,10.76
710,33276,2023-04-10,16.53
711,26696,2022-12-15,12.79
712,13012,2023-10-16,19.71
713,31344,2023-02-14,2.58
714,25727,2023-08-12,15.39
715,28550,2023-09-20,17.91
716,30535,2023-01-16,9.75
717,7656,2023-07-23,3.91
718,10929,2022-12-16,7.79
719,25521,2023-05-08,5.57
720,23111,2023-02-14,9.42
721,23536,2023-07-05,11.03
722,26338,2023-07-03,2.16
723,13323,2023-09-20,6.38
724,35714,2023-06-01,2.48
725,27353,2023-06-30,1.6
726,26843,2023-06-15,18.07
727,3807,2023-05-22,11.42
728,17,2023-05-13,19.88
729,15341,2023-07-31,9.4
730,31754,2022-12-25,8.89
731,16306,2023-01-28,15.13
732,8323,2023-02-19,19.39
733,8361,2023-10-07,17.4
734,12747,2023-03-21,1.28
735,8697,2023-05-25,18.81
736,7942,2023-08-16,6.5
737,3661,2023-02-27,12.11
738,29752,2023-03-08,10.33
739,21762,2023-01-25,18.15
740,15239,2023-06-12,7.4
741,32623,2023-07-03,9.97
742,2802,2023-04-30,10.56
743,5117,2023-11-15,5.55
744,32521,2023-01-03,12.44
745,32227,2023-08-28,5.13
746,38882,2023-03-02,11.11
747,15881,2023-05-20,6.69
748,3651,2023-01-09,19.65
749,19197,2023-07-06,14.53
750,16222,2023-04-08,7.45
751,19914,2023-10-27,11.66
752,9105,2023-10-22,3.01
753,25798,2023-02-11,10.82
754,24082,2023-10-14,5.38
755,660,2023-11-27,14.77
756,3311,2023-02-27,4.84
757,1869,2022-12-02,8.25
758,16696,2023-05-14,16.68
759,3835,2023-03-15,19.66
760,31631,2023-11-02,9.68
761,17939,2023-04-04,6.4
762,31516,2023-03-07,14.65
763,31713,2023-09-19,11.6
764,9456,2023-03-26,5.53
765,15825,2023-01-30,15.46
766,19216,2023-11-04,3.2
767,18006,2023-07-11,15.8
768,27523,2023-02-24,6.07
769,35623,2023-08-30,12.98
770,27065,2023-06-05,1.97
771,5167,2023-09-01,12.3
772,17274,2023-09-18,19.53
773,24157,2022-12-02,5.76
774,7464,2023-08-19,6.31
775,16952,2022-11-30,11.75
776,32017,2022-12-22,17.2
777,28884,2023-01-03,4.31
778,12527,2023-08-18,9.86
779,12759,2023-07-25,4.61
780,30920,2023-08-03,17.84
781,4907,2023-10-17,7.21
782,35598,2023-09-29,14.19
783,37282,2023-04-27,2.88
784,15150,2023-11-09,19.21
785,28689,2023-11-04,2.16
786,8937,2023-08-12,17.21
787,31587,2023-01-14,8.23
788,30357,2023-05-16,17.73
789,35059,2023-11-10,19.38
790,17772,2023-05-23,3.91
791,176,2023-03-18,14.23
792,13602,2023-04-04,19.45
793,11940,2023-07-04,11.14
794,36571,2023-06-20,10.24
795,3198,2023-03-08,14.95
796,17739,2023-04-12,13.36
797,17677,2023-03-08,1.62
798,29113,2023-05-26,2.64
799,23452,2023-06-21,3.68
800,11161,2023-09-06,15.29
801,21021,2023-07-14,7.27
802,33567,2023-05-16,13.8
803,17605,2023-05-03,14.93
804,18119,2023-03-03,2.31
805,832,2023-09-30,3.71
806,10656,2023-07-30,16.58
807,29293,2023-04-14,18.67
808,38817,2023-01-13,19.85
809,33351,2022-12-14,12.65
810,12521,2023-06-02,15.74
811,11412,2023-02-26,10.13
812,19472,2023-10-26,7.69
813,36702,2023-01-06,10.44
814,29135,2023-09-06,8.58
815,9787,2022-12-27,15.19
816,28708,2023-06-12,4.35
817,26502,2022-12-25,15.12
818,38629,2023-01-31,8.88
819,31883,2023-10-24,13.03
820,22967,2023-08-16,12.29
821,4228,2023-01-01,2.12
822,15227,2023-02-02,14.19
823,1239,2023-02-11,8.97
824,10158,2023-01-15,2.11
825,915,2023-11-23,7.52
826,3340,2023-11-20,19.27
827,8572,2023-10-16,13.23
828,15414,2023-05-21,10.17
829,31096,2023-07-05,6.85
830,4364,2022-12-10,2.63
831,20745,2023-10-02,15.69
832,30929,2023-08-25,2.07
833,13535,2023-09-30,11.75
834,19719,2023-02-20,11.54
835,36347,2023-07-12,11.06
836,14417,2023-08-17,17.98
837,9614,2023-03-02,9.92
838,33035,2023-08-10,13.6
839,6907,2023-01-18,9.01
840,32132,2023-11-25,8.11
841,7318,2023-02-09,17.87
842,35217,2023-04-01,11.09
843,25873,2023-03-07,3.8
844,5409,2022-12-06,11.34
845,29603,2023-11-19,8.69
846,27636,2023-10-23,15.17
847,4516,2023-07-27,10.12
848,33663,2023-08-03,4.42
849,16907,2023-04-29,15.16
850,20189,2022-12-03,11.66
851,25236,2023-02-14,5.42
852,26052,2023-08-05,11.16
853,23789,2023-02-15,15.01
854,11403,2023-02-26,12.83
855,8352,2023-03-18,8.24
856,24822,2023-06-19,13.09
857,3162,2023-05-14,9.81
858,34768,2023-02-25,10.51
859,15432,2023-04-08,11.78
860,26961,2023-05-14,8.47
861,5252,2022-12-06,12.67
862,9712,2022-12-03,6.09
863,9516,2023-05-22,3.25
864,32634,2023-08-26,18.14
865,39605,2023-05-03,14.74
866,39965,2022-12-24,15.74
867,9600,2023-10-11,11.88
868,39121,2023-11-11,13.74
869,35381,2023-11-26,17.1
870,22040,2023-03-15,2.15
871,21597,2023-07-17,15.93
872,3376,2023-05-30,14.71
873,15854,2023-07-07,3.01
874,22460,2023-03-19,5.37
875,8394,2023-01-05,8.01
876,5006,2023-11-02,12.77
877,26162,2023-05-18,7.11
