54,821772589,15814037,2017-04-10,2017-06-18
55,1853066508,35175462,2023-07-30,2023-09-30
56,785910751,4203460,2021-06-03,2021-07-12
57,525473602,13007629,2023-11-19,2024-01-28
58,1566632153,25085980,2018-09-06,2018-12-05
59,312864523,11007370,2022-05-23,2022-07-03
60,307440087,20697209,2018-10-31,2018-12-08
61,374513112,32695489,2018-05-13,2018-07-20
62,684853159,747419,2023-06-03,2023-08-19
63,142300950,27610009,2017-12-31,2018-03-27
64,373440944,2188204,2017-03-10,2017-03-19
65,590679856,15582096,2023-01-03,2023-03-09
66,764553119,27958825,2022-04-04,2022-06-26
67,382099893,263232,2022-12-28,2023-02-03
68,059046017X,33449485,2016-08-25,2016-08-28
69,2070417298,30314623,2021-12-20,2022-02-27
70,486295311,30881484,2023-01-31,2023-03-17
71,067172696X,1487222,2020-09-04,2020-11-03
72,312867514,34043633,2019-11-30,2020-01-05
73,553243330,27308088,2023-01-15,2023-03-13
74,078621418X,25834015,2018-07-07,2018-08-19
75,330285939,15988392,2022-01-20,2022-04-09
76,8489714479,13107627,2019-04-21,2019-06-03
77,708910599,29838125,2020-12-28,2021-03-25
78,1555534821,6021,2015-09-18,2015-10-05
79,689715781,3727816,2021-10-21,2022-01-11
80,375702784,553516,2019-06-19,2019-09-04
81,075730124X,4333204,2019-01-24,2019-02-09
82,1902618343,668691,2017-12-22,2018-02-22
83,3596128218,25752683,2023-05-02,2023-07-19
84,945448880,36228538,2015-10-25,2015-11-26
85,1049879,5406067,2016-12-08,2016-12-18
86,449206548,13128747,2022-08-30,2022-10-01
87,969042507,18311851,2023-07-28,2023-10-23
88,754102718,16396640,2017-08-12,2017-10-16
89,155722778,12656785,2018-11-20,2019-02-03
90,446674826,15114550,2018-05-21,2018-06-11
91,394400747,29456271,2021-02-24,2021-03-30
92,816737401,20054294,2016-07-20,2016-07-23
93,679408142,19387694,2021-12-11,2021-12-21
94,1853267317,34041523,2018-04-20,2018-06-05
95,375810838,24024721,2018-12-03,2019-02-05
96,207180342,13951405,2019-04-06,2019-05-22
97,345320182,6813041,2020-01-26,2020-04-15
98,1932273301,9731134,2022-04-08,2022-06-08
99,895296160,3162817,2016-06-19,2016-08-03
100,385319460,35542412,2023-05-01,2023-07-08
101,671872931,17302836,2023-06-29,2023-07-10
102,448058049,30930990,2022-04-05,2022-06-13
103,804107416,18042238,2015-06-16,2015-08-08
104,1884834671,21893604,2018-07-10,2018-08-14
105,515089958,2089273,2015-04-15,2015-05-04
106,3518103229,34173579,2020-06-06,2020-07-02
107,373244606,26559223,2020-06-07,2020-08-22
108,8501912700,13669049,2017-08-16,2017-11-04
109,399146504,20984142,2019-03-20,2019-05-11
110,9500824175,24635095,2019-01-25,2019-02-10
111,553111655,32155741,2017-12-06,2018-02-15
112,057116160X,8398120,2020-07-17,2020-09-28
113,349116148,25287115,2020-02-11,2020-03-15
114,3804685633,11033476,2017-09-09,2017-11-14
115,446718505,6598624,2023-02-08,2023-03-14
116,373482221,19226897,2015-02-18,2015-03-11
117,842352899,7339716,2020-01-17,2020-03-09
118,60988134,34065832,2018-05-29,2018-05-29
119,316139858,34053516,2018-06-10,2018-09-07
120,307131734,32969,2016-10-08,2016-12-27
121,380797410,21485867,2021-04-07,2021-06-13
122,1557487669,28075828,2018-08-11,2018-08-30
123,312105045,31836311,2015-06-10,2015-08-13
124,373030150,19182044,2020-08-05,2020-08-20
125,94764506,20533007,2021-03-19,2021-06-10
126,306810980,34419094,2018-09-07,2018-10-22
127,61073032,5251338,2022-03-06,2022-03-13
128,1869503783,18357865,2017-12-04,2017-12-10
129,2253170178,2778250,2019-02-27,2019-03-14
130,821757911,33801421,2020-05-12,2020-06-01
131,399136118,12814991,2018-02-04,2018-04-13
132,373970765,28608920,2020-03-13,2020-03-25
133,394557638,13813731,2019-12-24,2020-02-17
134,394825217,18566802,2021-03-27,2021-06-22
135,2070371387,19806105,2022-01-23,2022-04-01
136,1559700041,32808795,2015-02-18,2015-03-02
137,821746383,35257756,2021-08-28,2021-08-31
138,307085740,32071927,2015-10-31,2015-11-15
139,843931027,29060392,2015-03-31,2015-05-22
140,393036871,9387120,2016-01-21,2016-03-27
141,310369614,15531889,2022-02-08,2022-03-11
142,3404920198,27977824,2020-09-11,2020-10-10
143,60969989,34336086,2020-12-23,2021-02-19
144,198641583,3793874,2016-01-16,2016-03-15
145,373116926,35790090,2018-08-20,2018-08-26
146,152588043,21530389,2019-03-16,2019-04-22
147,60172231,9416198,2023-02-22,2023-04-12
148,826311008,35518708,2020-04-03,2020-06-15
149,671693670,2660576,2022-04-16,2022-05-15
150,3774216673,25823670,2023-04-28,2023-07-14
151,340565276,20424288,2017-11-22,2018-02-05
152,806928638,11580884,2017-12-13,2017-12-23
153,671460846,1471952,2019-04-17,2019-04-27
154,786928107,13900712,2021-05-28,2021-07-09
155,373872550,32238253,2023-10-04,2023-11-12
156,425093166,7733862,2021-03-28,2021-06-17
157,375502440,31623508,2023-05-19,2023-07-23
158,380717204,8736973,2022-07-10,2022-08-21
159,330302736,804388,2015-07-21,2015-08-30
160,395645662,12727779,2018-05-16,2018-07-29
161,345400437,21016498,2018-07-04,2018-07-28
162,684802732,16437326,2015-04-28,2015-07-16
163,312855044,35335248,2016-11-05,2017-01-03
164,743229886,10167860,2021-12-21,2022-02-06
165,873491505,30557583,2023-12-21,2024-02-26
166,449006727,13653343,2021-12-03,2022-01-30
167,380787733,1937761,2018-08-14,2018-09-23
168,142302457,19141391,2019-07-14,2019-08-13
169,671682288,6244089,2019-11-17,2019-12-24
170,1560234180,21200108,2022-03-25,2022-06-17
171,875166652,21664152,2019-07-25,2019-09-19
172,1870450299,14218722,2015-06-26,2015-07-21
173,590476521,9842780,2018-01-01,2018-04-01
174,393955893,4750486,2016-09-26,2016-12-03
175,888992424,34974184,2016-01-01,2016-03-16
176,915746417,22545850,2020-08-14,2020-11-07
177,746023030,29212676,2021-07-12,2021-08-09
178,753806770,25048250,2023-12-29,2024-03-15
179,081664179X,9490959,2016-05-21,2016-08-12
180,2894331231,26877259,2019-12-23,2020-01-22
181,802130593,34249203,2017-04-19,2017-07-14
182,811832252,9967218,2022-11-29,2023-01-03
183,069452350X,4725852,2015-09-08,2015-12-07
184,61009784,17762525,2016-01-03,2016-03-16
185,821747134,35569459,2017-11-26,2017-11-27
186,373075855,19117903,2023-07-08,2023-09-21
187,385475462,21867440,2015-12-07,2016-02-24
188,806904437,32238106,2015-04-07,2015-06-10
189,70577919,6380761,2016-04-27,2016-07-10
190,3522168372,27659298,2023-08-18,2023-10-21
191,750921501,33621795,2017-08-03,2017-08-09
192,515112674,4060993,2023-11-27,2023-12-02
193,671688782,32591286,2017-12-15,2018-03-09
194,1883642388,13306081,2020-07-06,2020-08-12
195,911654704,21524675,2019-03-30,2019-06-05
196,1852309016,5766499,2017-09-30,2017-10-04
197,671494082,11534035,2023-06-16,2023-08-06
198,843945338,19720877,2022-06-10,2022-07-14
199,449002233,17277132,2020-09-17,2020-09-28
200,380704161,23647298,2018-04-01,2018-05-04
201,096255930x,31085554,2021-07-05,2021-09-14
202,819309818,1839341,2023-08-01,2023-08-23
203,1878624393,4645831,2023-09-03,2023-10-15
204,1585421243,19554980,2020-11-22,2021-01-01
205,3608934537,13623747,2015-05-09,2015-06-10
206,3257700512,749108,2019-10-07,2019-11-22
207,877424055,14963583,2015-08-10,2015-09-01
208,8475844650,7729804,2023-08-15,2023-09-21
209,034082607X,36241782,2022-11-26,2023-02-13
210,60962763,14020396,2022-06-06,2022-07-20
211,1842230468,31801375,2023-09-23,2023-11-25
212,2266004123,22117983,2022-01-13,2022-03-30
213,5551776328,4846877,2020-04-30,2020-06-16
214,820317969,4660939,2016-03-08,2016-05-09
215,689842325,26715682,2016-05-14,2016-07-05
216,3802527097,19289198,2018-08-27,2018-10-02
217,803707304,36438336,2022-09-20,2022-11-23
218,373898568,22527937,2016-03-09,2016-04-28
219,804109354,35422824,2019-01-17,2019-04-11
220,553211919,14779359,2015-06-21,2015-09-14
221,802463312,13926549,2018-09-13,2018-10-12
222,031211799X,29418015,2023-09-03,2023-09-29
223,802139426,6384622,2019-04-11,2019-06-06
224,3551755329,6747685,2020-08-25,2020-11-07
225,157231947X,22277233,2016-06-25,2016-07-23
226,971473633,8589668,2016-04-03,2016-04-07
227,821714376,35997412,2015-09-27,2015-12-11
228,084994337X,33652892,2021-07-09,2021-07-31
229,2226092374,8741020,2016-10-30,2016-11-06
230,915132370,6937871,2020-06-15,2020-09-13
231,1887299106,15204878,2016-04-27,2016-07-17
232,684813467,10336440,2017-06-10,2017-07-09
233,671504681,444171,2023-03-24,2023-04-05
234,785748830,21694344,2021-04-09,2021-06-14
235,1575213931,16015571,2021-07-01,2021-09-03
236,3293200311,20593268,2015-01-26,2015-03-20
237,440180953,30014743,2020-02-07,2020-02-18
238,8423334929,14349588,2020-10-10,2020-11-24
239,75536307,6399305,2022-12-26,2023-02-13
240,399130365,30811876,2023-12-11,2023-12-20
241,044921723X,21541423,2017-08-14,2017-10-27
242,312302479,30340057,2018-01-25,2018-02-20
243,044022764X,818337,2019-05-04,2019-07-24
244,61010987,22375950,2021-03-03,2021-03-16
245,749309466,28207954,2022-03-02,2022-04-16
246,684862751,12405814,2015-11-10,2016-01-20
247,821711288,20955226,2016-12-06,2017-02-23
248,916728552,33393883,2020-02-22,2020-04-03
249,966726928,20697637,2023-06-29,2023-07-23
250,380733374,8327302,2018-05-23,2018-08-13
251,670827754,28669168,2022-06-01,2022-07-22
252,816716226,13859134,2023-12-24,2024-03-23
253,015602764X,31336763,2018-11-28,2019-02-23
254,744530717,22206970,2015-11-08,2015-11-18
255,451406605,9561650,2015-01-22,2015-01-28
256,380759659,25946924,2021-12-18,2022-01-25
257,671250361,27429817,2022-03-04,2022-04-25
258,876146884,17905479,2022-04-30,2022-05-06
259,671749617,34527330,2021-10-06,2021-10-23
260,882667769,21633327,2018-07-24,2018-09-27
261,373075456,22281684,2019-04-02,2019-06-06
262,300097204,8077469,2019-11-20,2019-12-30
263,2831562384,31076156,2018-02-02,2018-03-20
264,821741209,25833495,2019-04-04,2019-06-04
265,445205318,3209980,2022-07-16,2022-09-09
266,523425260,1361017,2016-09-11,2016-10-01
267,1560975326,36182819,2015-01-27,2015-03-16
268,864422407,36379995,2019-04-04,2019-04-30
269,306802767,4118907,2017-05-22,2017-08-13
270,2264019646,1939106,2023-08-19,2023-10-31
271,670032808,8501823,2017-09-22,2017-12-10
272,719551021,34743695,2023-01-15,2023-03-18
273,486280322,28909477,2021-05-31,2021-06-25
274,689816936,34485740,2019-04-11,2019-05-07
275,898156548,35605010,2023-09-08,2023-11-12
276,812542886,29517411,2023-03-02,2023-03-16
277,340737565,34907385,2023-10-12,2023-11-05
278,879756764,27782635,2021-10-21,2021-11-04
279,089334222X,18872091,2023-11-27,2024-01-27
280,786861045,1515611,2015-04-29,2015-07-10
281,1557507643,23237952,2020-03-31,2020-05-06
282,316102024,22180116,2019-11-19,2020-01-16
283,452277353,33159289,2019-09-09,2019-09-23
284,3499194651,29278083,2021-09-25,2021-10-23
285,877739706,30776023,2018-11-05,2018-11-10
286,425056562,2102315,2016-01-22,2016-02-02
287,312115067,5316158,2018-01-02,2018-03-01
288,785274324,21410257,2015-06-30,2015-08-14
289,1565970497,21907615,2021-07-26,2021-10-24
290,892966785,26469342,2017-05-07,2017-06-20
291,553440195,16418497,2021-05-31,2021-06-11
292,374115184,564447,2017-02-27,2017-03-01
293,671737864,33903781,2021-10-29,2022-01-24
294,385283431,12705519,2018-11-16,2018-12-18
295,3442152038,241862,2017-07-06,2017-09-09
296,810938197,16814818,2021-01-20,2021-02-01
297,802138152,9396442,2021-03-16,2021-04-14
298,375756817,8963968,2017-04-17,2017-06-07
299,2864322307,12190495,2018-05-19,2018-07-29
300,590059890,33256653,2016-03-16,2016-03-28
301,393027198,35386983,2015-01-13,2015-04-08
302,044018133X,5895082,2019-06-17,2019-08-11
303,848722159,1300216,2016-05-09,2016-06-14
304,590483404,30469789,2020-08-26,2020-11-15
305,3453871251,4632852,2017-12-07,2018-01-21
306,3257230125,6900168,2022-06-13,2022-08-05
307,91830923,21356649,2022-09-11,2022-09-29
308,26282003,3250685,2017-03-07,2017-05-17
309,1852305029,31743178,2017-09-04,2017-11-01
310,910313016,4791542,2020-10-31,2021-01-27
311,9721021016,13170860,2022-09-29,2022-12-26
312,28625218,33194789,2019-11-19,2019-12-17
313,684863758,21428231,2022-04-27,2022-07-12
314,746024444,16018094,2020-05-13,2020-07-18
315,844236845,36393539,2020-02-18,2020-03-17
316,1932219005,32897839,2020-01-04,2020-01-14
317,3596152747,31052742,2015-07-23,2015-10-16
318,671649809,19227424,2017-11-16,2017-12-21
319,373710224,25180598,2020-06-30,2020-07-18
320,913573973,28186096,2023-11-02,2023-12-15
321,898860628,25015511,2023-04-29,2023-07-09
322,1410400913,24743196,2017-07-18,2017-07-31
323,1401041701,20690341,2016-03-01,2016-04-27
324,425147231,23990829,2018-02-23,2018-04-18
325,399107177,29899704,2022-02-10,2022-05-10
326,888871864,11107261,2017-04-01,2017-06-15
327,671433881,6553257,2023-11-27,2024-01-08
328,60591757,1881801,2019-04-20,2019-06-05
329,881841749,20688422,2021-03-27,2021-04-15
330,736401245,32239035,2023-11-23,2024-01-14
331,843951079,28697997,2020-11-09,2021-01-02
332,089283935X,32426202,2018-01-19,2018-01-30
333,1876756276,5681745,2015-06-08,2015-07-31
334,671832158,17079313,2016-02-02,2016-02-24
335,1569315523,30710264,2016-12-28,2017-01-25
336,515101257,4768982,2018-02-06,2018-03-23
337,3423360178,33715755,2020-02-10,2020-04-08
338,670878235,22543433,2022-01-28,2022-03-02
339,61003824,2232600,2021-09-02,2021-11-24
340,60179384,34209348,2015-09-03,2015-11-29
341,2070419886,25311295,2019-11-20,2020-02-18
342,1879326035,30153699,2017-03-25,2017-06-03
343,486277836,200955,2016-01-28,2016-02-27
344,812521455,23484236,2023-02-01,2023-05-01
345,399130861,21366268,2018-04-23,2018-05-16
346,440235987,4197760,2016-06-18,2016-07-20
347,425050580,29982941,2020-02-03,2020-05-02
348,345362969,18288169,2017-05-09,2017-07-10
349,3125972531,25031116,2016-07-06,2016-08-24
350,689854595,35284533,2019-09-02,2019-11-26
351,872203948,6155072,2017-03-19,2017-03-25
352,1565048873,6985888,2019-03-26,2019-05-12
353,345337050,3185829,2022-06-12,2022-08-24
354,3426618303,33583238,2018-06-01,2018-08-01
355,689853157,13154343,2019-01-08,2019-02-01
356,1578564980,33993628,2019-01-20,2019-03-17
357,451167384,6363059,2016-05-04,2016-07-04
358,1885705026,32312452,2018-07-11,2018-07-18
359,944386121,20497853,2018-11-28,2018-12-24
360,523410069,27601676,2023-09-26,2023-11-20
361,140247025,4600556,2018-07-19,2018-07-24
362,3455024920,6196860,2016-04-11,2016-06-10
363,915396076,20814067,2021-05-08,2021-06-04
364,312857063,9365025,2021-08-07,2021-11-01
365,451409965,4720752,2017-01-08,2017-03-23
366,375709428,471845,2017-03-08,2017-04-20
367,312950853,23461056,2017-02-09,2017-04-21
368,373821778,27398613,2016-08-16,2016-10-02
369,725400935,35034543,2020-11-02,2021-01-28
370,1887317023,16422375,2020-03-14,2020-05-27
371,345447549,12267734,2017-07-31,2017-08-20
372,373704763,30107262,2020-06-16,2020-07-28
373,307035336,30325604,2017-03-19,2017-05-05
374,740719890,3821676,2017-07-02,2017-08-26
375,571220347,29531124,2023-11-28,2024-01-28
376,038542471X,16514808,2022-02-21,2022-04-23
377,195116313,1985022,2021-10-23,2022-01-15
378,393324591,13508567,2020-03-22,2020-06-07
379,1561310697,30786668,2020-12-14,2021-02-05
380,963386123,35803121,2023-03-05,2023-05-29
381,440131693,19160912,2020-07-16,2020-07-28
382,515133655,12568741,2018-04-03,2018-04-28
383,1551664895,27079267,2022-05-21,2022-07-02
384,671509977,15648008,2019-05-26,2019-07-22
385,595259278,34358866,2020-01-27,2020-01-28
386,967486777,10671589,2023-04-14,2023-05-31
387,1551668459,11697308,2018-12-28,2019-03-18
388,088070487X,21384768,2015-01-30,2015-03-29
389,812539281,34397198,2019-03-14,2019-06-02
390,067157213X,20632255,2022-07-15,2022-07-22
391,380758563,21877426,2023-09-24,2023-11-28
392,821742523,23247442,2019-04-13,2019-04-19
393,553212818,7710608,2018-09-24,2018-11-28
394,393311031,10318675,2016-06-03,2016-08-06
395,749429003,31465521,2018-03-15,2018-03-24
396,373821905,28990717,2016-01-12,2016-01-14
397,689811926,3302905,2022-09-12,2022-10-07
398,037383313X,3600496,2017-04-08,2017-06-05
399,963000926,7769782,2021-10-21,2021-12-23
400,446523054,28339747,2023-08-05,2023-10-24
401,385153007,34120977,2017-01-21,2017-03-22
402,1856260828,34147709,2015-05-22,2015-07-23
403,684803089,9451768,2018-02-18,2018-03-29
404,1932234039,6650704,2015-09-12,2015-10-26
405,439149770,5940920,2021-12-08,2022-01-09
406,553346911,25138975,2022-06-05,2022-07-27
407,373057563,9275453,2016-02-17,2016-03-25
408,373108141,16558246,2023-04-15,2023-07-11
409,374523789,35381538,2022-06-22,2022-08-11
410,399110771,8993871,2021-05-01,2021-06-12
411,962352969,35543291,2015-05-19,2015-07-02
412,679727124,33549215,2022-11-27,2022-12-09
413,882070509,21517530,2015-05-08,2015-08-06
414,1931514771,5497874,2016-11-28,2017-01-06
415,553210165,8319784,2018-03-15,2018-03-26
416,380820692,22465327,2020-01-12,2020-02-01
417,471399205,30399838,2022-06-03,2022-08-17
418,941483509,646147,2017-10-07,2017-12-13
419,515059587,6348972,2019-02-16,2019-05-15
420,1861760159,22436287,2022-05-26,2022-07-10
421,1883013364,21923722,2017-06-02,2017-06-24
422,1842322915,21564599,2018-11-13,2019-01-23
423,312853955,12962798,2020-09-28,2020-11-17
424,460871560,4211510,2017-11-12,2018-01-05
425,3770111508,18059239,2018-12-17,2019-03-11
426,934678642,17793963,2017-08-22,2017-08-30
427,140442081,26191770,2019-12-29,2020-03-19
428,694009989,35789987,2017-06-17,2017-07-10
429,874495075,8504231,2017-10-18,2017-11-04
430,6157688,6662967,2022-08-27,2022-09-25
431,385511213,22361657,2020-06-26,2020-08-02
432,1860230482,11240650,2022-06-08,2022-07-09
433,312088647,9969559,2021-04-26,2021-04-27
434,441008755,23222091,2023-11-05,2023-12-29
435,067972883X,32238730,2017-02-21,2017-04-09
436,8466310649,24367577,2020-02-16,2020-02-23
437,60009659,10020815,2016-05-23,2016-05-29
438,380772523,16568106,2019-08-17,2019-08-18
439,836218086,14228589,2021-09-23,2021-10-03
440,380708078,29541214,2022-02-08,2022-04-30
441,30223962,23035859,2018-10-20,2018-12-01
442,553200267,12684394,2022-03-23,2022-05-15
443,373053134,22159309,2020-07-03,2020-08-05
444,345311469,12897946,2023-12-04,2024-02-10
445,553279327,10880473,2022-01-16,2022-03-01
446,451167716,20299266,2023-04-20,2023-07-18
447,3442455197,30553339,2020-03-14,2020-05-25
448,887502245,35540762,2018-01-15,2018-01-23
449,038081174X,32239035,2018-05-08,2018-06-10
450,380816113,30033284,2016-09-01,2016-10-31
451,609805029,18626606,2015-05-26,2015-07-06
452,8493329657,22618211,2015-10-18,2015-10-29
453,684803968,2887761,2021-07-21,2021-07-23
454,3257216009,15051958,2021-02-13,2021-02-19
455,8470394320,9953924,2019-07-06,2019-08-12
456,1873982194,10448095,2021-03-15,2021-03-22
457,044900516X,31549470,2020-10-29,2021-01-25
458,1586609637,5821886,2023-03-04,2023-03-31
459,590819178,19291110,2017-12-26,2018-01-03
460,440415403,33217330,2018-09-05,2018-11-21
461,1852308923,808313,2019-01-22,2019-02-21
462,373286775,18913089,2023-01-28,2023-03-04
463,316537284,6006661,2023-01-30,2023-04-29
464,821717839,14239259,2020-05-13,2020-05-31
465,3442453186,27910595,2016-11-29,2017-02-14
466,743509994,12670883,2020-11-19,2021-02-01
467,425131777,6130145,2020-07-26,2020-08-11
468,553571737,3395099,2020-01-22,2020-03-20
469,067164548X,19083490,2023-09-24,2023-11-28
470,812532775,3111416,2015-03-28,2015-04-09
471,821769359,26895683,2023-11-28,2023-12-16
472,373221053,2888877,2016-07-13,2016-09-30
473,1568580304,3600961,2019-10-10,2019-12-07
474,002097292X,13192217,2021-10-30,2021-12-25
475,2862609110,30350359,2021-10-02,2021-11-05
476,786881348,13584889,2022-07-12,2022-09-20
477,1557091552,28810799,2021-10-31,2021-12-22
478,345314867,5214511,2019-10-14,2019-12-09
479,671705881,30527526,2022-03-08,2022-04-11
480,307121259,22857268,2015-07-27,2015-10-02
481,735100896,30502203,2016-06-11,2016-06-29
482,60936266,16415673,2023-10-16,2024-01-03
483,9721045217,10369038,2018-05-21,2018-05-28
484,62517724,30109128,2018-05-01,2018-05-27
485,451521595,12345615,2022-04-19,2022-07-16
486,440225590,25350452,2023-06-29,2023-08-18
487,812910826,22898938,2021-08-30,2021-11-10
488,920303676,8210840,2020-11-04,2021-01-27
489,2869302770,8703888,2020-12-24,2021-01-14
490,889259879,35881797,2016-08-28,2016-09-14
491,847765073X,14126303,2021-06-06,2021-06-14
492,080246520X,12089692,2017-12-31,2018-01-06
493,689840152,35575853,2019-02-10,2019-03-11
494,037383585X,23728057,2023-09-30,2023-11-17
495,8408046756,497370,2016-11-29,2017-02-05
496,151997373,12267599,2018-03-09,2018-04-17
497,1556618662,9514772,2022-12-24,2023-02-01
498,553577476,12781270,2023-08-23,2023-11-01
499,1567313590,9423397,2015-12-16,2016-01-21
500,786242345,6487196,2022-10-11,2022-11-03
501,345248260,22344067,2023-07-16,2023-09-03
502,812922832,32811391,2017-02-05,2017-04-28
503,449904067,14191921,2016-02-09,2016-04-24
504,375507930,8738086,2019-10-22,2019-12-03
505,60392738,22631676,2021-11-04,2021-12-24
506,1864502525,2702351,2020-12-08,2020-12-15
507,2277210226,15805694,2015-11-06,2015-11-11
508,140542655,9314139,2020-09-30,2020-10-24
509,075820180X,23230395,2022-11-26,2022-12-13
510,2266066005,5276704,2022-06-12,2022-08-15
511,743208390,6595943,2020-10-27,2020-11-11
512,679861548,9058854,2021-05-03,2021-06-10
513,380472821,14092236,2019-07-02,2019-08-28
514,2882500580,17632458,2022-11-05,2022-11-19
515,904041026,31759546,2015-01-08,2015-02-21
516,1592282016,57874,2019-11-19,2020-01-01
517,590299948,33998291,2023-09-15,2023-10-14
518,809434091,25202604,2023-02-06,2023-04-27
519,945934106,63719,2016-03-12,2016-05-12
520,380789914,19069994,2018-04-02,2018-06-09
521,394576047,18758370,2016-05-22,2016-08-06
522,881030287,16289476,2015-09-22,2015-10-01
523,717282732,3801407,2017-07-29,2017-07-30
524,743428692,33910920,2019-10-31,2019-11-16
525,892562560,26419291,2021-01-02,2021-01-22
526,590453440,24497202,2018-04-01,2018-06-15
527,1555840043,19290840,2017-02-11,2017-03-12
528,671004271,7153138,2022-08-20,2022-11-08
529,804115729,4738429,2018-11-03,2019-01-16
530,671884840,16322134,2022-10-24,2022-10-29
531,1898697280,18960496,2021-04-28,2021-07-19
532,947792430,36099118,2018-01-12,2018-02-06
533,1564025446,35941134,2023-09-11,2023-12-06
534,3455010326,36145727,2023-10-14,2023-11-19
535,671556452,27407852,2018-02-01,2018-03-28
536,771098189,25082325,2019-07-03,2019-07-06
537,553263765,26811414,2021-11-20,2021-12-10
538,553138049,30153527,2016-04-22,2016-06-04
539,1583142975,765569,2022-11-20,2023-02-01
540,743480880,19190179,2019-03-07,2019-04-04
541,590303252,13114072,2019-11-01,2019-11-12
542,30897017,21789289,2016-08-17,2016-08-20
543,399215921,33195320,2015-08-04,2015-10-13
544,486433595,8845982,2018-11-16,2018-12-22
545,1556612435,19803515,2015-02-13,2015-05-09
546,082171838X,5718935,2020-12-16,2021-02-10
547,312283369,36018376,2015-09-12,2015-11-16
548,393048462,29080980,2018-12-21,2019-02-01
549,345460111,35038426,2020-07-18,2020-08-10
550,380719819,35196872,2019-10-18,2019-10-21
551,399144048,13747861,2022-02-07,2022-03-05
552,1894815351,19952847,2021-06-20,2021-07-18
553,2070413578,32237469,2015-11-27,2016-02-12
554,440430720,23044937,2022-06-10,2022-07-25
555,074340713X,27834828,2017-06-14,2017-07-31
556,766151603,804815,2020-04-14,2020-06-06
557,679408274,7866421,2020-04-18,2020-06-15
558,2070364143,22295587,2022-03-31,2022-05-17
559,373053878,32399591,2015-06-15,2015-07-16
560,802806317,1847096,2016-02-28,2016-04-17
561,395900239,30674463,2019-11-08,2020-01-16
562,30555477,22245972,2021-12-18,2022-01-25
563,440222079,32634041,2019-10-24,2019-11-17
564,068985322X,2257064,2022-12-24,2023-01-09
565,1563892618,16226066,2022-12-06,2023-01-12
566,312962142,10938202,2021-04-24,2021-06-11
567,743212118,30193344,2021-06-09,2021-09-02
568,8401302889,9474607,2020-03-03,2020-05-18
569,812523709,20926018,2017-05-25,2017-07-01
570,940051001,29648013,2023-09-08,2023-11-17
571,773518134,10308738,2017-11-26,2018-01-19
572,425190714,4392066,2016-01-08,2016-01-15
573,915144530,36008082,2023-09-15,2023-11-01
574,038075438X,6956731,2015-04-18,2015-06-24
575,671619470,294263,2019-02-22,2019-05-14
576,373764421,31404481,2019-06-15,2019-06-21
577,781800749,22998663,2021-07-14,2021-08-29
